site_name,latitude,longitude,date,air_temp,wind,salinity,diss_o2,transect,depth,toc,sc_density,longitude2
San Lorenzo 5,28.61218,112.80436,19-Aug-15,30.2,2.1,34.9,4.87,2,12.8,28,0,-112.80436
San Lorenzo 5,28.61218,112.80436,19-Aug-15,30.2,2.1,34.9,4.87,3,13.1,28,0,-112.80436
San Lorenzo 5,28.61218,112.80436,19-Aug-15,30.2,2.1,34.9,4.87,4,6.9,28,0.02,-112.80436
San Lorenzo 5,28.61218,112.80436,19-Aug-15,30.2,2.1,34.9,4.87,5,7.1,28,0.06,-112.80436
San Lorenzo 5,28.61218,112.80436,19-Aug-15,30.2,2.1,34.9,4.87,6,6.9,29,0.1,-112.80436
San Lorenzo 4,28.62342,112.82265,19-Aug-15,30.5,1.7,34.8,5.1,1,20.4,28,0,-112.82265
San Lorenzo 4,28.62342,112.82265,19-Aug-15,30.5,1.7,34.8,5.1,2,19.5,27,0,-112.82265
San Lorenzo 4,28.62342,112.82265,19-Aug-15,30.5,1.7,34.8,5.1,3,12.5,28,0.02,-112.82265
San Lorenzo 4,28.62342,112.82265,19-Aug-15,30.5,1.7,34.8,5.1,4,12.5,28,0,-112.82265
San Lorenzo 4,28.62342,112.82265,19-Aug-15,30.5,1.7,34.8,5.1,5,6.7,29,0,-112.82265
San Lorenzo 4,28.62342,112.82265,19-Aug-15,30.5,1.7,34.8,5.1,6,7.1,29,0,-112.82265
San Lorenzo 6,28.5944,112.79105,19-Aug-15,30.3,5.4,34.2,4.18,1,15.6,28,0.02,-112.79105
San Lorenzo 6,28.5944,112.79105,19-Aug-15,30.3,5.4,34.2,4.18,2,16.3,27,0.02,-112.79105
San Lorenzo 6,28.5944,112.79105,19-Aug-15,30.3,5.4,34.2,4.18,3,10.4,27,0,-112.79105
San Lorenzo 6,28.5944,112.79105,19-Aug-15,30.3,5.4,34.2,4.18,4,10.1,28,0.04,-112.79105
San Lorenzo 6,28.5944,112.79105,19-Aug-15,30.3,5.4,34.2,4.18,5,5.7,29,0.04,-112.79105
San Lorenzo 6,28.5944,112.79105,19-Aug-15,30.3,5.4,34.2,4.18,6,5.5,29,0.02,-112.79105
San Lorenzo 5,28.61218,112.80436,19-Aug-15,30.2,2.1,34.9,4.87,1,12.3,28,0.02,-112.80436
San Lorenzo 5,28.61218,112.80436,19-Aug-15,30.2,2.1,34.9,4.87,2,12.8,28,0,-112.80436
San Lorenzo 5,28.61218,112.80436,19-Aug-15,30.2,2.1,34.9,4.87,3,13.1,28,0,-112.80436
San Lorenzo 5,28.61218,112.80436,19-Aug-15,30.2,2.1,34.9,4.87,4,6.9,28,0.02,-112.80436
San Lorenzo 5,28.61218,112.80436,19-Aug-15,30.2,2.1,34.9,4.87,5,7.1,28,0.06,-112.80436
San Lorenzo 5,28.61218,112.80436,19-Aug-15,30.2,2.1,34.9,4.87,6,6.9,29,0.1,-112.80436
San Lorenzo 4,28.62342,112.82265,19-Aug-15,30.5,1.7,34.8,5.1,1,20.4,28,0,-112.82265
San Lorenzo 4,28.62342,112.82265,19-Aug-15,30.5,1.7,34.8,5.1,2,19.5,27,0,-112.82265
San Lorenzo 4,28.62342,112.82265,19-Aug-15,30.5,1.7,34.8,5.1,3,12.5,28,0.02,-112.82265
San Lorenzo 4,28.62342,112.82265,19-Aug-15,30.5,1.7,34.8,5.1,4,12.5,28,0,-112.82265
San Lorenzo 4,28.62342,112.82265,19-Aug-15,30.5,1.7,34.8,5.1,5,6.7,29,0,-112.82265
San Lorenzo 4,28.62342,112.82265,19-Aug-15,30.5,1.7,34.8,5.1,6,7.1,29,0,-112.82265
San Francisquito 7,28.43219,112.87119,20-Aug-15,29.5,7.2,34,4.84,1,4,28,0.04,-112.87119
San Francisquito 7,28.43219,112.87119,20-Aug-15,29.5,7.2,34,4.84,2,3.8,27,0.06,-112.87119
San Francisquito 7,28.43219,112.87119,20-Aug-15,29.5,7.2,34,4.84,3,4.1,27,0.06,-112.87119
San Francisquito 7,28.43219,112.87119,20-Aug-15,29.5,7.2,34,4.84,4,4.1,27,0.04,-112.87119
San Francisquito 7,28.43219,112.87119,20-Aug-15,29.5,7.2,34,4.84,5,3.8,27,0.06,-112.87119
San Francisquito 7,28.43219,112.87119,20-Aug-15,29.5,7.2,34,4.84,6,4.7,27,0.06,-112.87119
San Francisquito 2,28.44674,112.87415,20-Aug-15,29.4,6.8,34.5,5.2,1,5.4,28,0.02,-112.87415
San Francisquito 2,28.44674,112.87415,20-Aug-15,29.4,6.8,34.5,5.2,2,5.3,28,0.02,-112.87415
San Francisquito 2,28.44674,112.87415,20-Aug-15,29.4,6.8,34.5,5.2,3,7.5,28,0,-112.87415
San Francisquito 2,28.44674,112.87415,20-Aug-15,29.4,6.8,34.5,5.2,4,8.5,28,0.04,-112.87415
San Francisquito 2,28.44674,112.87415,20-Aug-15,29.4,6.8,34.5,5.2,5,8,27,0,-112.87415
San Francisquito 2,28.44674,112.87415,20-Aug-15,29.4,6.8,34.5,5.2,6,7.7,27,0.04,-112.87415
San Francisquito 1,28.4605,112.88514,20-Aug-15,30,5.9,34.5,5.16,1,6.8,28,0,-112.88514
San Francisquito 1,28.4605,112.88514,20-Aug-15,30,5.9,34.5,5.16,2,6.8,28,0.02,-112.88514
San Francisquito 1,28.4605,112.88514,20-Aug-15,30,5.9,34.5,5.16,3,7.1,28,0,-112.88514
San Francisquito 1,28.4605,112.88514,20-Aug-15,30,5.9,34.5,5.16,4,7,28,0,-112.88514
San Francisquito 1,28.4605,112.88514,20-Aug-15,30,5.9,34.5,5.16,5,7.1,28,0,-112.88514
San Francisquito 1,28.4605,112.88514,20-Aug-15,30,5.9,34.5,5.16,6,7.5,28,0.04,-112.88514
San Francisquito 7,28.43219,112.87119,20-Aug-15,29.5,7.2,34,4.84,1,4,28,0.04,-112.87119
San Francisquito 7,28.43219,112.87119,20-Aug-15,29.5,7.2,34,4.84,2,3.8,27,0.06,-112.87119
San Francisquito 7,28.43219,112.87119,20-Aug-15,29.5,7.2,34,4.84,3,4.1,27,0.06,-112.87119
San Francisquito 7,28.43219,112.87119,20-Aug-15,29.5,7.2,34,4.84,4,4.1,27,0.04,-112.87119
San Francisquito 7,28.43219,112.87119,20-Aug-15,29.5,7.2,34,4.84,5,3.8,27,0.06,-112.87119
San Francisquito 7,28.43219,112.87119,20-Aug-15,29.5,7.2,34,4.84,6,4.7,27,0.06,-112.87119
San Francisquito 2,28.44674,112.87415,20-Aug-15,29.4,6.8,34.5,5.2,1,5.4,28,0.02,-112.87415
San Francisquito 2,28.44674,112.87415,20-Aug-15,29.4,6.8,34.5,5.2,2,5.3,28,0.02,-112.87415
San Francisquito 2,28.44674,112.87415,20-Aug-15,29.4,6.8,34.5,5.2,3,7.5,28,0,-112.87415
San Francisquito 2,28.44674,112.87415,20-Aug-15,29.4,6.8,34.5,5.2,4,8.5,28,0.04,-112.87415
San Francisquito 2,28.44674,112.87415,20-Aug-15,29.4,6.8,34.5,5.2,5,8,27,0,-112.87415
San Francisquito 2,28.44674,112.87415,20-Aug-15,29.4,6.8,34.5,5.2,6,7.7,27,0.04,-112.87415
San Francisquito 1,28.4605,112.88514,20-Aug-15,30,5.9,34.5,5.16,1,6.8,28,0,-112.88514
San Francisquito 1,28.4605,112.88514,20-Aug-15,30,5.9,34.5,5.16,2,6.8,28,0.02,-112.88514
San Francisquito 1,28.4605,112.88514,20-Aug-15,30,5.9,34.5,5.16,3,7.1,28,0,-112.88514
San Francisquito 1,28.4605,112.88514,20-Aug-15,30,5.9,34.5,5.16,4,7,28,0,-112.88514
San Francisquito 1,28.4605,112.88514,20-Aug-15,30,5.9,34.5,5.16,5,7.1,28,0,-112.88514
San Francisquito 1,28.4605,112.88514,20-Aug-15,30,5.9,34.5,5.16,6,7.5,28,0.04,-112.88514
La Mancha,28.32143,112.87096,21-Aug-15,35,8.6,34,5.69,1,5.1,27,0,-112.87096
La Mancha,28.32143,112.87096,21-Aug-15,35,8.6,34,5.69,2,4.9,29,0,-112.87096
La Mancha,28.32143,112.87096,21-Aug-15,35,8.6,34,5.69,3,5.3,29,0,-112.87096
La Mancha,28.32143,112.87096,21-Aug-15,35,8.6,34,5.69,4,5.8,28,0.02,-112.87096
La Mancha,28.32143,112.87096,21-Aug-15,35,8.6,34,5.69,5,5.7,28,0.02,-112.87096
La Mancha,28.32143,112.87096,21-Aug-15,35,8.6,34,5.69,6,5.3,28,0.02,-112.87096
San Francisquito 6,28.43316,112.86488,21-Aug-15,30.8,3.9,34.5,5.09,1,12.4,27,0.04,-112.86488
San Francisquito 6,28.43316,112.86488,21-Aug-15,30.8,3.9,34.5,5.09,2,10.9,26,0.08,-112.86488
San Francisquito 6,28.43316,112.86488,21-Aug-15,30.8,3.9,34.5,5.09,3,9.4,26,0,-112.86488
San Francisquito 6,28.43316,112.86488,21-Aug-15,30.8,3.9,34.5,5.09,4,5.9,27,0.16,-112.86488
San Francisquito 6,28.43316,112.86488,21-Aug-15,30.8,3.9,34.5,5.09,5,7.5,28,0.06,-112.86488
San Francisquito 6,28.43316,112.86488,21-Aug-15,30.8,3.9,34.5,5.09,6,7.7,28,0.04,-112.86488
San Francisquito 4,28.43884,112.86009,21-Aug-15,30.7,9.2,34.5,5.17,1,10.3,29,0.02,-112.86009
San Francisquito 4,28.43884,112.86009,21-Aug-15,30.7,9.2,34.5,5.17,2,11.5,28,0,-112.86009
San Francisquito 4,28.43884,112.86009,21-Aug-15,30.7,9.2,34.5,5.17,3,12.1,27,0,-112.86009
San Francisquito 4,28.43884,112.86009,21-Aug-15,30.7,9.2,34.5,5.17,4,6.3,28,0,-112.86009
San Francisquito 4,28.43884,112.86009,21-Aug-15,30.7,9.2,34.5,5.17,5,6.2,28,0.04,-112.86009
San Francisquito 4,28.43884,112.86009,21-Aug-15,30.7,9.2,34.5,5.17,6,6.9,28,0.04,-112.86009
La Mancha,28.32143,112.87096,21-Aug-15,35,8.6,34,5.69,1,5.1,27,0,-112.87096
La Mancha,28.32143,112.87096,21-Aug-15,35,8.6,34,5.69,2,4.9,29,0,-112.87096
La Mancha,28.32143,112.87096,21-Aug-15,35,8.6,34,5.69,3,5.3,29,0,-112.87096
La Mancha,28.32143,112.87096,21-Aug-15,35,8.6,34,5.69,4,5.8,28,0.02,-112.87096
La Mancha,28.32143,112.87096,21-Aug-15,35,8.6,34,5.69,5,5.7,28,0.02,-112.87096
La Mancha,28.32143,112.87096,21-Aug-15,35,8.6,34,5.69,6,5.3,28,0.02,-112.87096
San Francisquito 6,28.43316,112.86488,21-Aug-15,30.8,3.9,34.5,5.09,1,12.4,27,0.04,-112.86488
San Francisquito 6,28.43316,112.86488,21-Aug-15,30.8,3.9,34.5,5.09,2,10.9,26,0.08,-112.86488
San Francisquito 6,28.43316,112.86488,21-Aug-15,30.8,3.9,34.5,5.09,3,9.4,26,0,-112.86488
San Francisquito 6,28.43316,112.86488,21-Aug-15,30.8,3.9,34.5,5.09,4,5.9,27,0.16,-112.86488
San Francisquito 6,28.43316,112.86488,21-Aug-15,30.8,3.9,34.5,5.09,5,7.5,28,0.06,-112.86488
San Francisquito 6,28.43316,112.86488,21-Aug-15,30.8,3.9,34.5,5.09,6,7.7,28,0.04,-112.86488
San Francisquito 4,28.43884,112.86009,21-Aug-15,30.7,9.2,34.5,5.17,1,10.3,29,0.02,-112.86009
San Francisquito 4,28.43884,112.86009,21-Aug-15,30.7,9.2,34.5,5.17,2,11.5,28,0,-112.86009
San Francisquito 4,28.43884,112.86009,21-Aug-15,30.7,9.2,34.5,5.17,3,12.1,27,0,-112.86009
San Francisquito 4,28.43884,112.86009,21-Aug-15,30.7,9.2,34.5,5.17,4,6.3,28,0,-112.86009
San Francisquito 4,28.43884,112.86009,21-Aug-15,30.7,9.2,34.5,5.17,5,6.2,28,0.04,-112.86009
San Francisquito 4,28.43884,112.86009,21-Aug-15,30.7,9.2,34.5,5.17,6,6.9,28,0.04,-112.86009
San Francisquito M1,28.42916,112.8641,22-Aug-15,32.4,2,34.5,4.68,1,2.2,30,0,-112.8641
San Francisquito M1,28.42916,112.8641,22-Aug-15,32.4,2,34.5,4.68,2,2.3,29,0.08,-112.8641
San Francisquito M1,28.42916,112.8641,22-Aug-15,32.4,2,34.5,4.68,3,2,27,0.06,-112.8641
San Francisquito M1,28.42916,112.8641,22-Aug-15,32.4,2,34.5,4.68,4,2.3,28,0.02,-112.8641
San Francisquito M1,28.42916,112.8641,22-Aug-15,32.4,2,34.5,4.68,5,2.1,28,0.08,-112.8641
San Francisquito M1,28.42916,112.8641,22-Aug-15,32.4,2,34.5,4.68,6,2,27,0.24,-112.8641
San Francisquito M2,28.4293,112.8672,22-Aug-15,30.2,7.6,34.5,5.09,1,1.9,29,0.58,-112.8672
San Francisquito M2,28.4293,112.8672,22-Aug-15,30.2,7.6,34.5,5.09,2,1.7,29,0.58,-112.8672
San Francisquito M2,28.4293,112.8672,22-Aug-15,30.2,7.6,34.5,5.09,3,1.3,29,0.58,-112.8672
San Francisquito M2,28.4293,112.8672,22-Aug-15,30.2,7.6,34.5,5.09,4,1.7,28,0.56,-112.8672
San Francisquito M2,28.4293,112.8672,22-Aug-15,30.2,7.6,34.5,5.09,5,1.5,28,0,-112.8672
San Francisquito M2,28.4293,112.8672,22-Aug-15,30.2,7.6,34.5,5.09,6,1,28,0.02,-112.8672
San Francisquito M1,28.42916,112.8641,22-Aug-15,32.4,2,34.5,4.68,1,2.2,30,0,-112.8641
San Francisquito M1,28.42916,112.8641,22-Aug-15,32.4,2,34.5,4.68,2,2.3,29,0.08,-112.8641
San Francisquito M1,28.42916,112.8641,22-Aug-15,32.4,2,34.5,4.68,3,2,27,0.06,-112.8641
San Francisquito M1,28.42916,112.8641,22-Aug-15,32.4,2,34.5,4.68,4,2.3,28,0.02,-112.8641
San Francisquito M1,28.42916,112.8641,22-Aug-15,32.4,2,34.5,4.68,5,2.1,28,0.08,-112.8641
San Francisquito M1,28.42916,112.8641,22-Aug-15,32.4,2,34.5,4.68,6,2,27,0.24,-112.8641
San Francisquito M2,28.4293,112.8672,22-Aug-15,30.2,7.6,34.5,5.09,1,1.9,29,0.58,-112.8672
San Francisquito M2,28.4293,112.8672,22-Aug-15,30.2,7.6,34.5,5.09,2,1.7,29,0.58,-112.8672
San Francisquito M2,28.4293,112.8672,22-Aug-15,30.2,7.6,34.5,5.09,3,1.3,29,0.58,-112.8672
San Francisquito M2,28.4293,112.8672,22-Aug-15,30.2,7.6,34.5,5.09,4,1.7,28,0.56,-112.8672
San Francisquito M2,28.4293,112.8672,22-Aug-15,30.2,7.6,34.5,5.09,5,1.5,28,0,-112.8672
San Francisquito M2,28.4293,112.8672,22-Aug-15,30.2,7.6,34.5,5.09,6,1,28,0.02,-112.8672
Gonzaga 2,29.81454,114.37853,09-Sep-15,30.4,2.5,33.4,4.59,1,11.7,30,0.02,-114.37853
Gonzaga 2,29.81454,114.37853,09-Sep-15,30.4,2.5,33.4,4.59,2,10,30,0.02,-114.37853
Gonzaga 2,29.81454,114.37853,09-Sep-15,30.4,2.5,33.4,4.59,3,9.3,30,0.02,-114.37853
Gonzaga 2,29.81454,114.37853,09-Sep-15,30.4,2.5,33.4,4.59,4,11,30,0,-114.37853
Gonzaga 2,29.81454,114.37853,09-Sep-15,30.4,2.5,33.4,4.59,5,8,30,0.04,-114.37853
Gonzaga 2,29.81454,114.37853,09-Sep-15,30.4,2.5,33.4,4.59,6,5.6,30,0,-114.37853
Gonzaga 1,29.82205,114.38171,09-Sep-15,30.4,6.8,33.3,4.62,1,2.4,30,0,-114.38171
Gonzaga 1,29.82205,114.38171,09-Sep-15,30.4,6.8,33.3,4.62,2,2.1,30,0,-114.38171
Gonzaga 1,29.82205,114.38171,09-Sep-15,30.4,6.8,33.3,4.62,3,6.4,30,0,-114.38171
Gonzaga 1,29.82205,114.38171,09-Sep-15,30.4,6.8,33.3,4.62,4,8.4,30,0,-114.38171
Gonzaga 13,29.82324,114.38438,09-Sep-15,30.4,12.5,33.4,4.58,1,3.3,30,0.02,-114.38438
Gonzaga 13,29.82324,114.38438,09-Sep-15,30.4,12.5,33.4,4.58,2,3.2,30,0,-114.38438
Gonzaga 13,29.82324,114.38438,09-Sep-15,30.4,12.5,33.4,4.58,3,5.6,30,0,-114.38438
Gonzaga 13,29.82324,114.38438,09-Sep-15,30.4,12.5,33.4,4.58,4,8.9,30,0,-114.38438
Gonzaga 13,29.82324,114.38438,09-Sep-15,30.4,12.5,33.4,4.58,5,10,30,0.02,-114.38438
Gonzaga 13,29.82324,114.38438,09-Sep-15,30.4,12.5,33.4,4.58,6,9.1,30,0,-114.38438
Calamajue 5,29.73476,114.20097,10-Sep-15,29.7,7.1,33.6,4.24,1,14.5,30,0,-114.20097
Calamajue 5,29.73476,114.20097,10-Sep-15,29.7,7.1,33.6,4.24,2,13.5,30,0.02,-114.20097
Calamajue 5,29.73476,114.20097,10-Sep-15,29.7,7.1,33.6,4.24,3,15.2,30,0,-114.20097
Calamajue 5,29.73476,114.20097,10-Sep-15,29.7,7.1,33.6,4.24,4,8.2,30,0,-114.20097
Calamajue 5,29.73476,114.20097,10-Sep-15,29.7,7.1,33.6,4.24,5,7.2,30,0.06,-114.20097
Calamajue 5,29.73476,114.20097,10-Sep-15,29.7,7.1,33.6,4.24,6,7.7,30,0,-114.20097
Calamajue 3,29.74641,114.21696,10-Sep-15,30,6.2,33.7,4.43,1,11.5,30,0,-114.21696
Calamajue 3,29.74641,114.21696,10-Sep-15,30,6.2,33.7,4.43,2,10.9,30,0,-114.21696
Calamajue 3,29.74641,114.21696,10-Sep-15,30,6.2,33.7,4.43,3,8.7,30,0,-114.21696
Calamajue 3,29.74641,114.21696,10-Sep-15,30,6.2,33.7,4.43,4,4.2,30,0,-114.21696
Calamajue 3,29.74641,114.21696,10-Sep-15,30,6.2,33.7,4.43,5,4.4,30,0.02,-114.21696
Calamajue 3,29.74641,114.21696,10-Sep-15,30,6.2,33.7,4.43,6,4.2,30,0.04,-114.21696
Calamajue 11,29.76917,114.2648,10-Sep-15,30.1,1.6,33.7,4.48,1,10,30,0.02,-114.2648
Calamajue 11,29.76917,114.2648,10-Sep-15,30.1,1.6,33.7,4.48,2,9,30,0,-114.2648
Calamajue 11,29.76917,114.2648,10-Sep-15,30.1,1.6,33.7,4.48,3,9,30,0,-114.2648
Calamajue 11,29.76917,114.2648,10-Sep-15,30.1,1.6,33.7,4.48,4,3.6,30,0,-114.2648
Calamajue 11,29.76917,114.2648,10-Sep-15,30.1,1.6,33.7,4.48,5,3.9,30,0,-114.2648
Calamajue 11,29.76917,114.2648,10-Sep-15,30.1,1.6,33.7,4.48,6,3.7,31,0,-114.2648
Gonzaga 14,29.76535,114.34916,11-Sep-15,30.4,7.8,33.7,4.37,1,3.5,31,0.02,-114.34916
Gonzaga 14,29.76535,114.34916,11-Sep-15,30.4,7.8,33.7,4.37,2,2.9,31,0,-114.34916
Gonzaga 14,29.76535,114.34916,11-Sep-15,30.4,7.8,33.7,4.37,3,3.7,31,0.08,-114.34916
Gonzaga 14,29.76535,114.34916,11-Sep-15,30.4,7.8,33.7,4.37,4,4.4,31,0.14,-114.34916
Gonzaga 14,29.76535,114.34916,11-Sep-15,30.4,7.8,33.7,4.37,5,5.2,31,0.02,-114.34916
Gonzaga 14,29.76535,114.34916,11-Sep-15,30.4,7.8,33.7,4.37,6,6.6,31,0.02,-114.34916
Gonzaga 11,29.76738,114.29111,11-Sep-15,30.3,3.8,33.8,4.77,1,4.1,31,0,-114.29111
Gonzaga 11,29.76738,114.29111,11-Sep-15,30.3,3.8,33.8,4.77,2,5.4,31,0,-114.29111
Gonzaga 11,29.76738,114.29111,11-Sep-15,30.3,3.8,33.8,4.77,3,3.9,31,0.02,-114.29111
Gonzaga 11,29.76738,114.29111,11-Sep-15,30.3,3.8,33.8,4.77,4,4.1,31,0.02,-114.29111
Gonzaga 11,29.76738,114.29111,11-Sep-15,30.3,3.8,33.8,4.77,5,4.8,31,0,-114.29111
Gonzaga 11,29.76738,114.29111,11-Sep-15,30.3,3.8,33.8,4.77,6,6.2,31,0.04,-114.29111
Gonzaga 9,29.77292,114.3603,11-Sep-15,30.3,4.1,33.7,4.18,1,3.9,31,0,-114.3603
Gonzaga 9,29.77292,114.3603,11-Sep-15,30.3,4.1,33.7,4.18,2,3.1,31,0,-114.3603
Gonzaga 9,29.77292,114.3603,11-Sep-15,30.3,4.1,33.7,4.18,3,5.6,31,0.02,-114.3603
Gonzaga 9,29.77292,114.3603,11-Sep-15,30.3,4.1,33.7,4.18,4,7.8,31,0.02,-114.3603
Gonzaga 9,29.77292,114.3603,11-Sep-15,30.3,4.1,33.7,4.18,5,5.8,31,0.04,-114.3603
Gonzaga 9,29.77292,114.3603,11-Sep-15,30.3,4.1,33.7,4.18,6,7.5,31,0.02,-114.3603
Gonzaga Hotel,29.77267,114.36703,12-Sep-15,30.5,2.7,34.1,4.73,1,1.2,31,0,-114.36703
Gonzaga Hotel,29.77267,114.36703,12-Sep-15,30.5,2.7,34.1,4.73,2,1.3,31,0,-114.36703
Gonzaga Hotel,29.77267,114.36703,12-Sep-15,30.5,2.7,34.1,4.73,3,1.2,31,0,-114.36703
Gonzaga Hotel,29.77267,114.36703,12-Sep-15,30.5,2.7,34.1,4.73,4,2.2,31,0,-114.36703
Gonzaga Hotel,29.77267,114.36703,12-Sep-15,30.5,2.7,34.1,4.73,5,2.5,31,0,-114.36703
Gonzaga Hotel,29.77267,114.36703,12-Sep-15,30.5,2.7,34.1,4.73,6,3.2,31,0,-114.36703
Gonzaga 8,29.80502,114.37205,12-Sep-15,30.1,0,33.9,3.69,1,2.7,31,0,-114.37205
Gonzaga 8,29.80502,114.37205,12-Sep-15,30.1,0,33.9,3.69,2,6.8,31,0,-114.37205
Gonzaga 8,29.80502,114.37205,12-Sep-15,30.1,0,33.9,3.69,3,5.5,31,0,-114.37205
Gonzaga 8,29.80502,114.37205,12-Sep-15,30.1,0,33.9,3.69,4,3,31,0.02,-114.37205
Gonzaga 8,29.80502,114.37205,12-Sep-15,30.1,0,33.9,3.69,5,7.3,31,0,-114.37205
Gonzaga 8,29.80502,114.37205,12-Sep-15,30.1,0,33.9,3.69,6,6.5,31,0,-114.37205
Gonzaga 4,29.80951,114.38576,12-Sep-15,30.4,3.2,33.8,4.66,1,2.5,31,0.02,-114.38576
Gonzaga 4,29.80951,114.38576,12-Sep-15,30.4,3.2,33.8,4.66,2,3.9,31,0,-114.38576
Gonzaga 4,29.80951,114.38576,12-Sep-15,30.4,3.2,33.8,4.66,3,2.9,31,0,-114.38576
Gonzaga 4,29.80951,114.38576,12-Sep-15,30.4,3.2,33.8,4.66,4,5.2,31,0,-114.38576
Gonzaga 4,29.80951,114.38576,12-Sep-15,30.4,3.2,33.8,4.66,5,2.6,31,0,-114.38576
Gonzaga 4,29.80951,114.38576,12-Sep-15,30.4,3.2,33.8,4.66,6,2.9,31,0,-114.38576
